Bedrooms,Bathrooms,AreaSqFt,PricePerSqFt,PropertyType,Neighborhood,SoldPrice,Address
0.0,2.0,8370.0,477.89725209080046,MULTI_FAMILY,San Francisco,4000000,"3434 Sacramento St, San Francisco, CA, 94118"
3.0,1.0,1279.0,1241.5949960906958,SINGLE_FAMILY,San Francisco,1588000,"707 19th Ave, San Francisco, CA, 94121"
1.0,2.0,955.0,727.7486910994764,CONDO,San Francisco,695000,"1800 Bryant St Apt 211, San Francisco, CA, 94110"
4.0,2.0,1471.0,849.762066621346,SINGLE_FAMILY,San Francisco,1250000,"53 Florentine St, San Francisco, CA, 94112"
5.0,4.0,2507.0,997.207818109294,SINGLE_FAMILY,San Francisco,2500000,"2287 45th Ave, San Francisco, CA, 94116"
3.0,2.0,1840.0,583.695652173913,MULTI_FAMILY,San Francisco,1074000,"218-220 Monterey Blvd, San Francisco, CA, 94131"
2.0,2.0,1396.0,1130.945558739255,CONDOS,San Francisco,1578800,"420 Mission Bay Blvd N Unit 311, San Francisco, CA, 94158"
2.0,2.0,1095.0,684.0182648401826,CONDOS,San Francisco,749000,"5082 Diamond Heights Blvd Apt B, San Francisco, CA, 94131"
1.0,2.0,1073.0,698.9757688723206,CONDOS,San Francisco,750001,"2130 Harrison St Apt 2, San Francisco, CA, 94110"
2.0,2.0,1589.0,1526.117054751416,CONDOS,San Francisco,2425000,"401 Harrison St Apt 48C, San Francisco, CA, 94105"
3.0,2.0,1043.0,494.7267497603068,CONDO,San Francisco,516000,"3338 17th St Apt 104, San Francisco, CA, 94110"
2.0,2.0,1114.0,1099.640933572711,SINGLE_FAMILY,San Francisco,1225000,"386 Oxford St, San Francisco, CA, 94134"
2.0,1.0,823.0,911.3001215066829,CONDOS,San Francisco,750000,"280 Spear St Unit 1F, San Francisco, CA, 94105"
3.0,2.0,781.0,496.15877080665814,CONDO,San Francisco,387500,"3338 17th St Apt 210, San Francisco, CA, 94110"
2.0,2.0,1812.0,689.8454746136865,CONDOS,San Francisco,1250000,"1099 23rd St Apt 18, San Francisco, CA, 94107"
3.0,1.0,1967.0,838.840874428063,CONDOS,San Francisco,1650000,"1524 McAllister St, San Francisco, CA, 94115"
10.0,3.0,4048.0,308.79446640316206,MULTI_FAMILY,San Francisco,1250000,"552-554 Natoma St, San Francisco, CA, 94103"
3.0,2.0,1034.0,496.13152804642164,CONDO,San Francisco,513000,"3338 17th St Apt 103, San Francisco, CA, 94110"
5.0,2.0,2147.0,530.9734513274336,MULTI_FAMILY,San Francisco,1140000,"2664 22nd St, San Francisco, CA, 94110"
3.0,3.0,1783.0,628.1547952888391,SINGLE_FAMILY,San Francisco,1120000,"155 Bridgeview Dr, San Francisco, CA, 94124"
3.0,1.0,1000.0,680.0,SINGLE_FAMILY,San Francisco,680000,"263 Hale St, San Francisco, CA, 94134"
3.0,3.0,1962.0,840.9785932721712,SINGLE_FAMILY,San Francisco,1650000,"2930 Rivera St, San Francisco, CA, 94116"
3.0,1.0,1188.0,824.9158249158249,SINGLE_FAMILY,San Francisco,980000,"65 Del Monte St, San Francisco, CA, 94112"
1.0,2.0,1263.0,870.9422011084719,CONDOS,San Francisco,1100000,"200 Brannan St Apt 204, San Francisco, CA, 94107"
8.0,4.0,4275.0,440.9356725146199,MULTI_FAMILY,San Francisco,1885000,"531-535 Frederick St, San Francisco, CA, 94117"
3.0,274.0,199678.0,597.5620749406545,OTHER,San Francisco,119320000,"2000 Bryant St, San Francisco, CA, 94110"
5.0,3.0,1840.0,583.695652173913,MULTI_FAMILY,San Francisco,1074000,"218-220 Monterey Blvd, San Francisco, CA, 94131"
3.0,2.0,1306.0,1033.6906584992344,SINGLE_FAMILY,San Francisco,1350000,"2421 Quintara St, San Francisco, CA, 94116"
3.0,2.0,1492.0,936.9973190348526,CONDOS,San Francisco,1398000,"2219 Bryant St, San Francisco, CA, 94110"
0.0,1.0,531.0,725.0470809792844,CONDOS,San Francisco,385000,"1925 Leavenworth St Apt 9, San Francisco, CA, 94133"
1.0,1.0,592.0,886.8243243243244,CONDOS,San Francisco,525000,"1299 Bush St Apt 404, San Francisco, CA, 94109"
3.0,3.0,1654.0,1290.8101571946795,CONDOS,San Francisco,2135000,"229 Brannan St Unit 10A, San Francisco, CA, 94107"
4.0,2.0,2158.0,1019.4624652455977,CONDOS,San Francisco,2200000,"2427 Franklin St, San Francisco, CA, 94123"
3.0,1.0,1800.0,750.0,APARTMENT,San Francisco,1350000,"1351 Washington St, San Francisco, CA, 94109"
2.0,1.0,977.0,1064.4831115660184,SINGLE_FAMILY,San Francisco,1040000,"249 Gaven St, San Francisco, CA, 94134"
2.0,2.0,1210.0,851.2396694214876,CONDOS,San Francisco,1030000,"2011 3rd St Apt 6, San Francisco, CA, 94107"
2.0,3.0,2500.0,344.0,MULTI_FAMILY,San Francisco,860000,"5148-5150 3rd St, San Francisco, CA, 94124"
4.0,2.0,2230.0,964.1255605381166,MULTI_FAMILY,San Francisco,2150000,"1204-1206 Funston Ave, San Francisco, CA, 94122"
4.0,3.0,2193.0,925.1618787049704,SINGLE_FAMILY,San Francisco,2028880,"3801 Ocean Ave, San Francisco, CA, 94132"
3.0,2.0,1679.0,839.7855866587254,SINGLE_FAMILY,San Francisco,1410000,"901 Teresita Blvd, San Francisco, CA, 94127"
3.0,2.0,907.0,495.58985667034176,CONDO,San Francisco,449500,"3338 17th St Apt 102, San Francisco, CA, 94110"
5.0,3.0,2796.0,1028.2546494992846,SINGLE_FAMILY,San Francisco,2875000,"254 Edgewood Ave, San Francisco, CA, 94117"
3.0,2.0,1012.0,495.55335968379444,CONDO,San Francisco,501500,"3338 17th St Apt 201, San Francisco, CA, 94110"
3.0,2.0,1390.0,1079.136690647482,SINGLE_FAMILY,San Francisco,1500000,"1862 42nd Ave, San Francisco, CA, 94122"
3.0,2.0,1408.0,887.7840909090909,CONDOS,San Francisco,1250000,"650 Chestnut St Apt 205, San Francisco, CA, 94133"
4.0,3.0,2079.0,675.8056758056758,SINGLE_FAMILY,San Francisco,1405000,"1758 Palou Ave, San Francisco, CA, 94124"
3.0,2.0,1538.0,39.336801040312096,LAND,San Francisco,60500,"239 Green St, San Francisco, CA, 94111"
4.0,2.0,2300.0,1304.3478260869565,SINGLE_FAMILY,San Francisco,3000000,"560 18th Ave, San Francisco, CA, 94121"
2.0,2.0,1740.0,804.5977011494252,CONDO,San Francisco,1400000,"1340 Clay St Unit 603, San Francisco, CA, 94109"
3.0,2.0,2640.0,416.6666666666667,MULTI_FAMILY,San Francisco,1100000,"3001 San Bruno Ave, San Francisco, CA, 94134"
3.0,2.0,3025.0,867.7685950413223,SINGLE_FAMILY,San Francisco,2625000,"861 Lawton St, San Francisco, CA, 94122"
4.0,2.0,2191.0,581.926061159288,SINGLE_FAMILY,San Francisco,1275000,"47 Brunswick St, San Francisco, CA, 94112"
9.0,4.0,3900.0,256.4102564102564,OTHER,San Francisco,1000000,"3001 20th St, San Francisco, CA, 94110"
2.0,2.0,1255.0,836.6533864541833,CONDOS,San Francisco,1050000,"629 Broderick St, San Francisco, CA, 94117"
3.0,1.0,1151.0,695.0477845351868,SINGLE_FAMILY,San Francisco,800000,"1271 Egbert Ave, San Francisco, CA, 94124"
8.0,4.0,3500.0,614.2857142857143,MULTI_FAMILY,San Francisco,2150000,"2041-2043 Fulton St, San Francisco, CA, 94117"
3.0,1.0,842.0,1092.6365795724466,SINGLE_FAMILY,San Francisco,920000,"375 Byxbee St, San Francisco, CA, 94132"
2.0,1.0,958.0,1148.2254697286012,CONDO,San Francisco,1100000,"255 Arkansas St, San Francisco, CA, 94107"
3.0,3.0,1564.0,1224.4245524296675,SINGLE_FAMILY,San Francisco,1915000,"961 Teresita Blvd, San Francisco, CA, 94127"
1.0,1.0,559.0,946.3327370304114,CONDOS,San Francisco,529000,"960 Market St Unit 523, San Francisco, CA, 94102"
3.0,2.0,1452.0,1143.250688705234,SINGLE_FAMILY,San Francisco,1660000,"763 Pacheco St, San Francisco, CA, 94116"
2.0,1.0,1145.0,1253.2751091703058,CONDO,San Francisco,1435000,"792 19th Ave, San Francisco, CA, 94121"
2.0,1.0,1046.0,956.0229445506692,CONDOS,San Francisco,1000000,"3005 20th St, San Francisco, CA, 94110"
5.0,2.0,2360.0,529.6610169491526,SINGLE_FAMILY,San Francisco,1250000,"2567 Bryant St, San Francisco, CA, 94110"
3.0,2.0,1538.0,39.336801040312096,LAND,San Francisco,60500,"231 Green St, San Francisco, CA, 94111"
1.0,2.0,1013.0,1026.6535044422508,CONDOS,San Francisco,1040000,"333 Beale St Apt 2G, San Francisco, CA, 94105"
3.0,2.0,1926.0,1012.4610591900312,SINGLE_FAMILY,San Francisco,1950000,"126 Putnam St, San Francisco, CA, 94110"
1.0,1.0,741.0,659.919028340081,OTHER,San Francisco,489000,"52 Kirkwood Ave Apt 307, San Francisco, CA, 94124"
3.0,3.0,1252.0,3694.0894568690096,CONDO,San Francisco,4625000,"611 Washington St # 2502, San Francisco, CA, 94111"
3.0,2.0,1034.0,496.13152804642164,CONDO,San Francisco,513000,"3338 17th St Apt 203, San Francisco, CA, 94110"
2.0,1.0,1143.0,568.678915135608,SINGLE_FAMILY,San Francisco,650000,"120 Shakespeare St, San Francisco, CA, 94112"
3.0,2.0,1388.0,1080.691642651297,SINGLE_FAMILY,San Francisco,1500000,"1451 43rd Ave, San Francisco, CA, 94122"
2.0,1.0,1025.0,924.8780487804878,SINGLE_FAMILY,San Francisco,948000,"531 Russia Ave, San Francisco, CA, 94112"
3.0,1.0,1230.0,609.7560975609756,SINGLE_FAMILY,San Francisco,750000,"137 Holloway Ave, San Francisco, CA, 94112"
3.0,17.0,21800.0,119.26605504587155,OTHER,San Francisco,2600000,"1830 Jackson St Apt B, San Francisco, CA, 94109"
2.0,1.0,1275.0,782.3529411764706,SINGLE_FAMILY,San Francisco,997500,"454 Ellington Ave, San Francisco, CA, 94112"
3.0,2.0,2981.0,402.54948004025493,OTHER,San Francisco,1200000,"400 Bay St, San Francisco, CA, 94133"
3.0,1.0,1500.0,1450.0,SINGLE_FAMILY,San Francisco,2175000,"743 41st Ave, San Francisco, CA, 94121"
1.0,1.0,742.0,997.3045822102426,CONDOS,San Francisco,740000,"1545 Pine St Apt 802, San Francisco, CA, 94109"
3.0,4.0,4673.0,291.03359726086023,MULTI_FAMILY,San Francisco,1360000,"1256 Bush St, San Francisco, CA, 94109"
3.0,2.0,1550.0,561.1612903225806,CONDOS,San Francisco,869800,"10 Innes Ct Unit 405, San Francisco, CA, 94124"
1.0,1.0,541.0,1016.6358595194085,CONDOS,San Francisco,550000,"81 Frank Norris St Unit 501, San Francisco, CA, 94109"
2.0,3.0,2672.0,1422.1556886227545,SINGLE_FAMILY,San Francisco,3800000,"1824 Green St, San Francisco, CA, 94123"
2.0,1.0,1538.0,682.7048114434331,SINGLE_FAMILY,San Francisco,1050000,"32 Van Buren St, San Francisco, CA, 94131"
1.0,1.0,1565.0,830.6709265175718,CONDOS,San Francisco,1300000,"355 Bryant St Unit 411, San Francisco, CA, 94107"
4.0,4.0,2002.0,112.38761238761239,SINGLE_FAMILY,San Francisco,225000,"254 Winding Way, San Francisco, CA, 94112"
3.0,2.0,1214.0,1235.5848434925865,SINGLE_FAMILY,San Francisco,1500000,"1830 40th Ave, San Francisco, CA, 94122"
6.0,5.0,5300.0,265.0943396226415,MULTI_FAMILY,San Francisco,1405000,"509-511 Buchanan St, San Francisco, CA, 94102"
3.0,2.0,1043.0,495.68552253116013,CONDO,San Francisco,517000,"3338 17th St Apt 208, San Francisco, CA, 94110"
3.0,2.0,1789.0,1414.1978759083286,CONDOS,San Francisco,2530000,"2531 Gough St, San Francisco, CA, 94123"
8.0,2.0,2760.0,467.39130434782606,MULTI_FAMILY,San Francisco,1290000,"2065-2067 Turk Blvd, San Francisco, CA, 94115"
3.0,2.0,1017.0,496.55850540806296,CONDO,San Francisco,505000,"3338 17th St Apt 101, San Francisco, CA, 94110"
3.0,2.0,1008.0,496.52777777777777,CONDO,San Francisco,500500,"3338 17th St Apt 109, San Francisco, CA, 94110"
3.0,31.0,35315.0,356.309868327906,OTHER,San Francisco,12583083,"3401 Clay St, San Francisco, CA, 94118"
3.0,2.0,1034.0,496.13152804642164,CONDO,San Francisco,513000,"3338 17th St Apt 205, San Francisco, CA, 94110"
3.0,2.0,1043.0,495.68552253116013,CONDO,San Francisco,517000,"3338 17th St Apt 204, San Francisco, CA, 94110"
1.0,1.0,756.0,681.2169312169312,CONDO,San Francisco,515000,"1177 California St Apt 1533, San Francisco, CA, 94108"
4.0,3.0,1818.0,617.7117711771177,SINGLE_FAMILY,San Francisco,1123000,"232 Talbert St, San Francisco, CA, 94134"
3.0,2.0,2300.0,526.0869565217391,TOWNHOMES,San Francisco,1210000,"112 Galewood Cir, San Francisco, CA, 94131"
0.0,1.0,399.0,1035.0877192982457,CONDOS,San Francisco,413000,"960 Market St Unit 710, San Francisco, CA, 94102"
4.0,3.0,2346.0,873.8277919863598,SINGLE_FAMILY,San Francisco,2050000,"1970 18th Ave, San Francisco, CA, 94116"
2.0,1.0,1500.0,950.0,CONDOS,San Francisco,1425000,"2401 Jackson St Apt 3, San Francisco, CA, 94115"
4.0,2.0,2010.0,1427.8606965174129,SINGLE_FAMILY,San Francisco,2870000,"271 Missouri St, San Francisco, CA, 94107"
1.0,1.0,961.0,676.378772112383,CONDOS,San Francisco,650000,"101 Harrison St Unit 102, San Francisco, CA, 94105"
2.0,1.0,813.0,1137.7613776137762,CONDOS,San Francisco,925000,"1090 Page St Apt 2, San Francisco, CA, 94117"
3.0,4.0,2780.0,838.1294964028777,SINGLE_FAMILY,San Francisco,2330000,"100 Pinehurst Way, San Francisco, CA, 94127"
2.0,2.0,1538.0,812.7438231469441,CONDOS,San Francisco,1250000,"2042 Ellis St, San Francisco, CA, 94115"
3.0,2.0,1695.0,1356.9321533923303,CONDOS,San Francisco,2300000,"3124 Clay St, San Francisco, CA, 94115"
2.0,2.0,1262.0,1580.824088748019,CONDOS,San Francisco,1995000,"181 Fremont St Unit 60C, San Francisco, CA, 94105"
15.0,2.0,7380.0,502.710027100271,MULTI_FAMILY,San Francisco,3710000,"1125 Union St, San Francisco, CA, 94109"
1.0,1.0,1031.0,1010.6692531522793,CONDO,San Francisco,1042000,"1 Bristol Ct Apt 216, San Francisco, CA, 94130"
1.0,1.0,551.0,744.1016333938294,CONDOS,San Francisco,410000,"501 Hudson Ave Apt 101, San Francisco, CA, 94124"
2.0,2.0,1195.0,1127.6150627615064,CONDOS,San Francisco,1347500,"2525 Van Ness Ave Ste 201, San Francisco, CA, 94109"
3.0,4.0,4080.0,424.01960784313724,MULTI_FAMILY,San Francisco,1730000,"1923 Ellis St # 1921, San Francisco, CA, 94115"
5.0,4.0,2390.0,1278.2426778242677,SINGLE_FAMILY,San Francisco,3055000,"867 33rd Ave, San Francisco, CA, 94121"
3.0,2.0,2266.0,1141.6593115622243,SINGLE_FAMILY,San Francisco,2587000,"83 Fountain St, San Francisco, CA, 94114"
2.0,2.0,1375.0,1090.909090909091,SINGLE_FAMILY,San Francisco,1500000,"1587 21st Ave, San Francisco, CA, 94122"
9.0,7.0,6452.0,147.2411655300682,OTHER,San Francisco,950000,"1310 Greenwich St Apt 202, San Francisco, CA, 94109"
1.0,1.0,1082.0,1571.1645101663587,CONDO,San Francisco,1700000,"75 Howard St, San Francisco, CA, 94105"
4.0,5.0,2780.0,116.90647482014388,CONDO,San Francisco,325000,"1170 Sacramento St Apt 7D, San Francisco, CA, 94108"
1.0,1.0,1031.0,1256.0620756547041,CONDO,San Francisco,1295000,"1 Bristol Ct Apt 314, San Francisco, CA, 94130"
6.0,4.0,3438.0,567.1902268760907,MULTI_FAMILY,San Francisco,1950000,"625 5th Ave, San Francisco, CA, 94118"
1.0,1.0,910.0,1109.89010989011,CONDOS,San Francisco,1010000,"863 Haight St Apt 3, San Francisco, CA, 94117"
2.0,1.0,1075.0,1139.5348837209303,SINGLE_FAMILY,San Francisco,1225000,"3250 Moraga St, San Francisco, CA, 94122"
2.0,2.0,1001.0,871.1288711288711,CONDOS,San Francisco,872000,"8 Octavia St Unit 404, San Francisco, CA, 94102"
3.0,1.0,1298.0,1340.5238828967642,SINGLE_FAMILY,San Francisco,1740000,"771 Panorama Dr, San Francisco, CA, 94131"
0.0,1.0,567.0,853.6155202821869,CONDOS,San Francisco,484000,"960 Market St Unit 414, San Francisco, CA, 94102"
9.0,4.0,3645.0,548.6968449931413,MULTI_FAMILY,San Francisco,2000000,"1109-1113 Montgomery St, San Francisco, CA, 94133"
2.0,2.0,1065.0,1117.3708920187794,CONDOS,San Francisco,1190000,"555 Fulton St Unit 412, San Francisco, CA, 94102"
3.0,3.0,2285.0,1269.1466083150985,SINGLE_FAMILY,San Francisco,2900000,"20 Lupine Ave, San Francisco, CA, 94118"
3.0,2.0,1500.0,1053.3333333333333,SINGLE_FAMILY,San Francisco,1580000,"338 Mangels Ave, San Francisco, CA, 94127"
0.0,1.0,432.0,925.925925925926,CONDOS,San Francisco,400000,"201 Harrison St Apt 429, San Francisco, CA, 94105"
3.0,2.0,1675.0,545.3373134328358,CONDOS,San Francisco,913440,"1826 19th Ave Unit 2, San Francisco, CA, 94122"
4.0,2.0,1990.0,919.5979899497487,CONDOS,San Francisco,1830000,"479 Texas St Unit B, San Francisco, CA, 94107"
4.0,2.0,1538.0,591.6775032509753,SINGLE_FAMILY,San Francisco,910000,"262 Topeka Ave, San Francisco, CA, 94124"
3.0,3.0,2205.0,834.4671201814059,TOWNHOMES,San Francisco,1840000,"3 Helen St Apt A, San Francisco, CA, 94109"
3.0,1.0,1440.0,958.4375,SINGLE_FAMILY,San Francisco,1380150,"45 Holly Park Cir, San Francisco, CA, 94110"
5.0,4.0,3459.0,809.4825093957792,SINGLE_FAMILY,San Francisco,2800000,"61 Allston Way, San Francisco, CA, 94127"
4.0,3.0,3390.0,876.1061946902655,SINGLE_FAMILY,San Francisco,2970000,"614 Fillmore St, San Francisco, CA, 94117"
5.0,2.0,2150.0,892.5060465116279,MULTI_FAMILY,San Francisco,1918888,"552 Jersey St, San Francisco, CA, 94114"
3.0,2.0,2300.0,1452.1739130434783,SINGLE_FAMILY,San Francisco,3340000,"1525 Willard St, San Francisco, CA, 94117"
3.0,3.0,1538.0,1560.4681404421326,CONDOS,San Francisco,2400000,"3091 California St Unit 1, San Francisco, CA, 94115"
2.0,2.0,893.0,705.4871220604704,CONDOS,San Francisco,630000,"601 Van Ness Ave Apt 505, San Francisco, CA, 94102"
1.0,1.0,897.0,863.9910813823857,CONDOS,San Francisco,775000,"1839 15th St Apt 456, San Francisco, CA, 94103"
4.0,3.0,2242.0,1003.5682426404995,SINGLE_FAMILY,San Francisco,2250000,"165 Crescent Ave, San Francisco, CA, 94110"
3.0,1.0,1469.0,1021.1027910142955,SINGLE_FAMILY,San Francisco,1500000,"2626 40th Ave, San Francisco, CA, 94116"
3.0,3.0,1465.0,802.0477815699659,SINGLE_FAMILY,San Francisco,1175000,"489 Utah St, San Francisco, CA, 94110"
2.0,1.0,1538.0,691.1573472041613,CONDOS,San Francisco,1063000,"1816 Castro St, San Francisco, CA, 94131"
2.0,2.0,964.0,1189.8340248962656,CONDOS,San Francisco,1147000,"256 Presidio Ave Apt 2, San Francisco, CA, 94115"
0.0,1.0,437.0,915.3318077803203,CONDOS,San Francisco,400000,"1177 California St Apt 1511, San Francisco, CA, 94108"
2.0,2.0,1057.0,825.449385052034,CONDOS,San Francisco,872500,"584 Alabama St, San Francisco, CA, 94110"
4.0,5.0,1538.0,5412.873862158647,MULTI_FAMILY,San Francisco,8325000,"2735-2737 Baker St, San Francisco, CA, 94123"
2.0,1.0,1218.0,1436.7816091954023,SINGLE_FAMILY,San Francisco,1750000,"155 Manor Dr, San Francisco, CA, 94127"
2.0,1.0,1062.0,894.5386064030132,CONDOS,San Francisco,950000,"3140 Clay St Apt 1, San Francisco, CA, 94115"
3.0,1.0,2600.0,557.6923076923077,SINGLE_FAMILY,San Francisco,1450000,"204 Juanita Way, San Francisco, CA, 94127"
3.0,3.0,1832.0,1037.117903930131,SINGLE_FAMILY,San Francisco,1900000,"374 Valley St, San Francisco, CA, 94131"
4.0,3.0,1840.0,692.9347826086956,MULTI_FAMILY,San Francisco,1275000,"3821-3823 26th St, San Francisco, CA, 94131"
3.0,3.0,3005.0,1272.8785357737104,CONDOS,San Francisco,3825000,"1338 Filbert St Unit D, San Francisco, CA, 94109"
1.0,1.0,1538.0,445.38361508452533,CONDOS,San Francisco,685000,"1503 Waller St, San Francisco, CA, 94117"
3.0,2.0,1555.0,1286.1736334405145,CONDO,San Francisco,2000000,"1708 Dolores St, San Francisco, CA, 94110"
5.0,4.0,2500.0,980.0,SINGLE_FAMILY,San Francisco,2450000,"440 Monticello St, San Francisco, CA, 94127"
4.0,2.0,2915.0,514.5797598627787,SINGLE_FAMILY,San Francisco,1500000,"459 Valley St, San Francisco, CA, 94131"
0.0,1.0,432.0,1041.6666666666667,CONDOS,San Francisco,450000,"201 Harrison St Apt 302, San Francisco, CA, 94105"
2.0,1.0,1185.0,1021.0970464135021,SINGLE_FAMILY,San Francisco,1210000,"149 Capistrano Ave, San Francisco, CA, 94112"
3.0,2.0,1559.0,1026.2989095574087,CONDOS,San Francisco,1600000,"2402 Balboa St, San Francisco, CA, 94121"
3.0,2.0,1772.0,1159.706546275395,CONDOS,San Francisco,2055000,"2102 Baker St Unit 2100, San Francisco, CA, 94115"
1.0,1.0,972.0,1291.1522633744855,CONDOS,San Francisco,1255000,"201 Folsom St Apt 34D, San Francisco, CA, 94105"
3.0,2.0,1352.0,1242.603550295858,SINGLE_FAMILY,San Francisco,1680000,"2543 44th Ave, San Francisco, CA, 94116"
1.0,1.0,643.0,762.0528771384137,CONDOS,San Francisco,490000,"650 Turk St Unit 805, San Francisco, CA, 94102"
2.0,2.0,1199.0,1251.0425354462052,CONDOS,San Francisco,1500000,"8 Landers St Unit 204, San Francisco, CA, 94114"
3.0,2.0,1555.0,964.6302250803858,SINGLE_FAMILY,San Francisco,1500000,"430 Garfield St, San Francisco, CA, 94132"
1.0,1.0,607.0,539.1103789126853,CONDOS,San Francisco,327240,"1695 18th St Ste 417, San Francisco, CA, 94107"
2.0,2.0,1177.0,1100.2548853016142,CONDOS,San Francisco,1295000,"2040 Franklin St Apt 1209, San Francisco, CA, 94109"
3.0,2.0,2288.0,642.9195804195804,CONDOS,San Francisco,1471000,"25 Sierra St Apt W301, San Francisco, CA, 94107"
1.0,1.0,707.0,1042.4328147100425,CONDOS,San Francisco,737000,"401 Harrison St Apt 4E, San Francisco, CA, 94105"
5.0,5.0,2550.0,1003.7254901960785,SINGLE_FAMILY,San Francisco,2559500,"5624 Fulton St, San Francisco, CA, 94121"
3.0,2.0,1721.0,922.1673445671122,SINGLE_FAMILY,San Francisco,1587050,"682 37th Ave, San Francisco, CA, 94121"
3.0,3.0,1867.0,633.101231922871,SINGLE_FAMILY,San Francisco,1182000,"735 Le Conte Ave, San Francisco, CA, 94124"
0.0,2.0,6252.0,176.42354446577096,MULTI_FAMILY,San Francisco,1103000,"417-419 Hyde St, San Francisco, CA, 94109"
1.0,1.0,920.0,869.5652173913044,CONDOS,San Francisco,800000,"77 Van Ness Ave Apt 405, San Francisco, CA, 94102"
3.0,2.0,1545.0,711.9741100323624,TOWNHOMES,San Francisco,1100000,"77 Kirkwood Ave, San Francisco, CA, 94124"
1.0,1.0,830.0,831.3253012048193,CONDOS,San Francisco,690000,"95 Red Rock Way Apt 311M, San Francisco, CA, 94131"
2.0,3.0,2097.0,877.443967572723,CONDO,San Francisco,1840000,"3 Helen St # 101, San Francisco, CA, 94109"
6.0,6.0,4289.0,722.7792026113314,MULTI_FAMILY,San Francisco,3100000,"153-159 Varennes St, San Francisco, CA, 94133"
1.0,1.0,789.0,1140.6844106463877,CONDOS,San Francisco,900000,"2200 Market St Apt 504, San Francisco, CA, 94114"
7.0,6.0,9348.0,350.3423192126658,OTHER,San Francisco,3275000,"596 Haight St, San Francisco, CA, 94117"
2.0,1.0,1062.0,1478.3427495291903,CONDOS,San Francisco,1570000,"314 Fair Oaks St, San Francisco, CA, 94110"
4.0,3.0,1990.0,672.3618090452261,SINGLE_FAMILY,San Francisco,1338000,"157 Majestic Ave, San Francisco, CA, 94112"
1.0,1.0,773.0,1018.111254851229,CONDOS,San Francisco,787000,"2185 Bush St Apt 214, San Francisco, CA, 94115"
3.0,14.0,0.0,540000.0,MULTI_FAMILY,San Francisco,540000,"1330 Leavenworth St, San Francisco, CA, 94109"
3.0,2.0,1232.0,1538.1493506493507,CONDOS,San Francisco,1895000,"1438 Jackson St, San Francisco, CA, 94109"
4.0,4.0,2367.0,1182.9319814110688,SINGLE_FAMILY,San Francisco,2800000,"2579 28th Ave, San Francisco, CA, 94116"
2.0,2.0,1538.0,1079.3237971391418,CONDOS,San Francisco,1660000,"119 Lyon St Apt A, San Francisco, CA, 94117"
2.0,1.0,995.0,1457.286432160804,SINGLE_FAMILY,San Francisco,1450000,"2182 43rd Ave, San Francisco, CA, 94116"
1.0,2.0,1118.0,1118.067978533095,CONDOS,San Francisco,1250000,"851 Indiana St Unit 308, San Francisco, CA, 94107"
3.0,2.0,1885.0,1380.0,SINGLE_FAMILY,San Francisco,2601300,"1383 8th Ave, San Francisco, CA, 94122"
4.0,4.0,2543.0,711.757766417617,SINGLE_FAMILY,San Francisco,1810000,"2962 19th Ave, San Francisco, CA, 94132"
2.0,2.0,1112.0,1326.4388489208634,CONDOS,San Francisco,1475000,"1998 Broadway Apt 807, San Francisco, CA, 94109"
3.0,10.0,17789.0,269.82967002079937,OTHER,San Francisco,4800000,"1409 Sutter St, San Francisco, CA, 94109"
2.0,2.0,1538.0,682.7048114434331,CONDOS,San Francisco,1050000,"2040 Ellis St, San Francisco, CA, 94115"
3.0,2.0,1936.0,774.7933884297521,SINGLE_FAMILY,San Francisco,1500000,"206 Lisbon St, San Francisco, CA, 94112"
3.0,2.0,1605.0,685.3582554517134,CONDOS,San Francisco,1100000,"999 Carolina St, San Francisco, CA, 94107"
5.0,4.0,4645.0,1646.9321851453176,SINGLE_FAMILY,San Francisco,7650000,"2741 Vallejo St, San Francisco, CA, 94123"
3.0,2.0,1345.0,1267.6579925650558,SINGLE_FAMILY,San Francisco,1705000,"151 Moffitt St, San Francisco, CA, 94131"
3.0,2.0,1250.0,600.0,OTHER,San Francisco,750000,"4994 Mission St, San Francisco, CA, 94112"
3.0,3.0,1980.0,1489.8989898989898,SINGLE_FAMILY,San Francisco,2950000,"773 Duncan St, San Francisco, CA, 94131"
3.0,2.0,1735.0,1086.4553314121038,CONDOS,San Francisco,1885000,"2940 Turk Blvd, San Francisco, CA, 94118"
1.0,1.0,1538.0,351.1053315994798,SINGLE_FAMILY,San Francisco,540000,"29 Reed St, San Francisco, CA, 94109"
3.0,2.0,1852.0,961.1231101511879,CONDOS,San Francisco,1780000,"1969 Clay St, San Francisco, CA, 94109"
2.0,2.0,1723.0,638.4213580963436,CONDOS,San Francisco,1100000,"245 5th St Unit 305, San Francisco, CA, 94103"
3.0,1.0,1500.0,766.6666666666666,SINGLE_FAMILY,San Francisco,1150000,"11 30th St, San Francisco, CA, 94110"
3.0,1.0,1538.0,1048.0019505851756,SINGLE_FAMILY,San Francisco,1611827,"827 York St, San Francisco, CA, 94110"
5.0,5.0,4853.0,669.6888522563363,MULTI_FAMILY,San Francisco,3250000,"1517 12th Ave, San Francisco, CA, 94122"
2.0,1.0,1284.0,1024.9221183800623,CONDO,San Francisco,1316000,"1701 Baker St, San Francisco, CA, 94115"
1.0,1.0,744.0,1040.3225806451612,CONDO,San Francisco,774000,"2230 California St, San Francisco, CA, 94115"
