Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood
"1103 Guerrero St, San Francisco, CA, 94110",1570000,4.0,2.0,1759.0,CONDOS,San Francisco
"317 29th St Apt 307, San Francisco, CA, 94131",950000,1.0,1.0,852.0,CONDOS,San Francisco
"514-520 Castro St, San Francisco, CA, 94114",5200000,6.0,,10423.0,MULTI_FAMILY,San Francisco
"71 Germania St, San Francisco, CA, 94117",1365000,3.0,2.0,1509.0,CONDOS,San Francisco
"3122 Clay St, San Francisco, CA, 94115",1875000,,2.0,1940.0,CONDO,San Francisco
"110 Channel St Unit 532, San Francisco, CA, 94158",1068000,1.0,2.0,887.0,CONDOS,San Francisco
"562 Naples St, San Francisco, CA, 94112",690000,2.0,1.0,1059.0,SINGLE_FAMILY,San Francisco
"188 Rolph St, San Francisco, CA, 94112",1050000,2.0,1.0,1779.0,SINGLE_FAMILY,San Francisco
"3879 17th St, San Francisco, CA, 94114",1595000,2.0,1.0,1465.0,CONDOS,San Francisco
"170 Pacific Ave Apt 45, San Francisco, CA, 94111",1725000,3.0,2.0,,CONDOS,San Francisco
"10 Hazelwood Ave, San Francisco, CA, 94112",1650000,3.0,1.0,1490.0,SINGLE_FAMILY,San Francisco
"255 Amber Dr, San Francisco, CA, 94131",1200000,4.0,2.0,1953.0,SINGLE_FAMILY,San Francisco
"1306 Funston Ave, San Francisco, CA, 94122",1465000,5.0,2.0,1805.0,SINGLE_FAMILY,San Francisco
"950 Tennessee St Unit 127, San Francisco, CA, 94107",1290000,3.0,2.0,1442.0,CONDOS,San Francisco
"128 Valmar Ter, San Francisco, CA, 94112",657000,,1.0,750.0,SINGLE_FAMILY,San Francisco
"44 Commonwealth Ave, San Francisco, CA, 94118",5400000,4.0,4.0,4119.0,SINGLE_FAMILY,San Francisco
"1284 Stanyan St, San Francisco, CA, 94117",3900000,2.0,2.0,1445.0,SINGLE_FAMILY,San Francisco
"1700 Cayuga Ave, San Francisco, CA, 94112",1325000,3.0,2.0,1651.0,SINGLE_FAMILY,San Francisco
"44 University St, San Francisco, CA, 94134",1750000,4.0,3.0,2359.0,SINGLE_FAMILY,San Francisco
"2817 24th St, San Francisco, CA, 94110",1805000,2.0,4.0,2930.0,MULTI_FAMILY,San Francisco
"1310 Palou Ave, San Francisco, CA, 94124",1100000,3.0,1.0,1100.0,SINGLE_FAMILY,San Francisco
"3525 Cabrillo St, San Francisco, CA, 94121",2343500,4.0,3.0,2232.0,SINGLE_FAMILY,San Francisco
"251 Connecticut St, San Francisco, CA, 94107",1350000,3.0,1.0,1293.0,CONDOS,San Francisco
"1462 20th Ave, San Francisco, CA, 94122",1375000,2.0,1.0,1050.0,SINGLE_FAMILY,San Francisco
"265 Page St, San Francisco, CA, 94102",2900000,4.0,2.0,2848.0,SINGLE_FAMILY,San Francisco
"1998 Vallejo St Apt 6, San Francisco, CA, 94123",3150000,2.0,2.0,2050.0,CONDOS,San Francisco
"2190 30th Ave, San Francisco, CA, 94116",490000,,1.0,1400.0,SINGLE_FAMILY,San Francisco
"1522 /1524 Waller St, San Francisco, CA, 94117",2150000,,,3100.0,MULTI_FAMILY,San Francisco
"1220 25th Ave, San Francisco, CA, 94122",1425000,3.0,2.0,1743.0,CONDOS,San Francisco
"936 Kirkham St, San Francisco, CA, 94122",2550000,3.0,2.0,2360.0,SINGLE_FAMILY,San Francisco
"250 Ramsell St, San Francisco, CA, 94132",1360000,4.0,2.0,1555.0,SINGLE_FAMILY,San Francisco
"723 Taylor St Apt 201, San Francisco, CA, 94108",386023,1.0,1.0,613.0,CONDOS,San Francisco
"3040 Balboa St, San Francisco, CA, 94121",1550000,3.0,1.0,1612.0,SINGLE_FAMILY,San Francisco
"154 Saturn St, San Francisco, CA, 94114",2300000,3.0,3.0,2128.0,SINGLE_FAMILY,San Francisco
"122 Banks St, San Francisco, CA, 94110",1585000,5.0,2.0,2388.0,MULTI_FAMILY,San Francisco
"4279 Cesar Chavez St, San Francisco, CA, 94131",1425000,3.0,1.0,1210.0,SINGLE_FAMILY,San Francisco
"348 Edna St, San Francisco, CA, 94112",1550000,3.0,2.0,1650.0,SINGLE_FAMILY,San Francisco
"641 27th St, San Francisco, CA, 94131",3300000,5.0,3.0,2542.0,SINGLE_FAMILY,San Francisco
"1480 Willard St, San Francisco, CA, 94117",3500000,4.0,2.0,2581.0,SINGLE_FAMILY,San Francisco
"737 London St, San Francisco, CA, 94112",1050000,5.0,2.0,1823.0,SINGLE_FAMILY,San Francisco
"2330 15th St, San Francisco, CA, 94114",1487000,5.0,3.0,,MULTI_FAMILY,San Francisco
"2200 Pacific Ave Apt 4F, San Francisco, CA, 94115",1450000,2.0,2.0,,CONDOS,San Francisco
"1275 Guerrero St, San Francisco, CA, 94110",2325000,4.0,4.0,2840.0,CONDOS,San Francisco
"582 22nd Ave, San Francisco, CA, 94121",1600000,,1.0,1230.0,SINGLE_FAMILY,San Francisco
"28 Clayton St, San Francisco, CA, 94117",1750000,3.0,1.0,1731.0,CONDOS,San Francisco
"1218 Mariposa St, San Francisco, CA, 94107",2600000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"3351 Cesar Chavez St, San Francisco, CA, 94110",1000000,5.0,,4050.0,MULTI_FAMILY,San Francisco
"1541 Shrader St, San Francisco, CA, 94117",3900000,,,,LAND,San Francisco
"381 Wawona St, San Francisco, CA, 94127",2364000,3.0,2.0,1799.0,SINGLE_FAMILY,San Francisco
"1000 3rd St Unit 1207, San Francisco, CA, 94158",2250000,3.0,2.0,1639.0,CONDOS,San Francisco
"1218 Treat Ave, San Francisco, CA, 94110",1700000,3.0,3.0,1868.0,TOWNHOMES,San Francisco
"2813 Scott St, San Francisco, CA, 94123",4150000,5.0,4.0,3990.0,SINGLE_FAMILY,San Francisco
"1930 Mission St Unit 17, San Francisco, CA, 94103",385000,0.0,1.0,343.0,CONDOS,San Francisco
"509 Frederick St Apt 3, San Francisco, CA, 94117",1660000,2.0,2.0,1314.0,CONDO,San Francisco
"1020 Alabama St, San Francisco, CA, 94110",825000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1501 Beach St # 103, San Francisco, CA, 94123",2700000,3.0,2.0,2064.0,CONDO,San Francisco
"238 Noe St, San Francisco, CA, 94114",2285000,12.0,,7500.0,MULTI_FAMILY,San Francisco
"221 Clara St Apt 14, San Francisco, CA, 94107",815000,1.0,1.0,1152.0,CONDOS,San Francisco
"290 Munich St, San Francisco, CA, 94112",970000,3.0,2.0,1535.0,SINGLE_FAMILY,San Francisco
"2341 28th Ave, San Francisco, CA, 94116",1260000,2.0,1.0,1075.0,SINGLE_FAMILY,San Francisco
"1020 Union St Apt 18, San Francisco, CA, 94133",925000,1.0,1.0,993.0,CONDOS,San Francisco
"1465 23rd Ave, San Francisco, CA, 94122",1560000,2.0,1.0,1325.0,SINGLE_FAMILY,San Francisco
"2875 21st St Apt 10, San Francisco, CA, 94110",849000,1.0,1.0,1126.0,CONDOS,San Francisco
"1009 Portola Dr, San Francisco, CA, 94127",1465000,3.0,1.0,1485.0,SINGLE_FAMILY,San Francisco
"194 27th St, San Francisco, CA, 94110",108000,4.0,4.0,1980.0,MULTI_FAMILY,San Francisco
"760 Treat Ave # 2, San Francisco, CA, 94110",1100000,2.0,2.0,1041.0,CONDO,San Francisco
"26 Forest Side Ave, San Francisco, CA, 94127",3900000,5.0,3.0,3220.0,SINGLE_FAMILY,San Francisco
"250 King St Unit 622, San Francisco, CA, 94107",890000,2.0,2.0,1126.0,CONDOS,San Francisco
"20 Natick St, San Francisco, CA, 94131",1235000,3.0,2.0,1392.0,CONDOS,San Francisco
"2190 Broadway St Apt 9E, San Francisco, CA, 94115",4900000,,3.0,3200.0,CONDO,San Francisco
"674 Douglass St, San Francisco, CA, 94114",2050000,4.0,2.0,,SINGLE_FAMILY,San Francisco
"155 Hartford St, San Francisco, CA, 94114",2800000,3.0,2.0,2151.0,SINGLE_FAMILY,San Francisco
"287 Hermann St, San Francisco, CA, 94117",766000,1.0,1.0,880.0,CONDOS,San Francisco
"3190 Clay St, San Francisco, CA, 94115",2385000,2.0,3.0,2043.0,CONDOS,San Francisco
"747 Filbert St, San Francisco, CA, 94133",2000000,4.0,2.0,2106.0,CONDOS,San Francisco
"263 Madison St, San Francisco, CA, 94134",1000000,2.0,1.0,981.0,SINGLE_FAMILY,San Francisco
"2760 19th Ave # 61, San Francisco, CA, 94132",1050000,3.0,2.0,1460.0,CONDO,San Francisco
"300 3rd St Apt 918, San Francisco, CA, 94107",825000,2.0,2.0,1387.0,CONDOS,San Francisco
"323 Chicago Way, San Francisco, CA, 94112",910000,2.0,1.0,950.0,SINGLE_FAMILY,San Francisco
"3835 Scott St Apt 305, San Francisco, CA, 94123",1320000,1.0,1.0,1034.0,CONDOS,San Francisco
"1610 Sacramento St Apt 3, San Francisco, CA, 94109",1250000,2.0,2.0,1252.0,CONDOS,San Francisco
"88 Townsend St Apt 119, San Francisco, CA, 94107",747000,1.0,1.0,722.0,CONDOS,San Francisco
"32 Taraval St, San Francisco, CA, 94116",2610000,4.0,2.0,2525.0,SINGLE_FAMILY,San Francisco
"222 Stillings Ave, San Francisco, CA, 94131",1475000,3.0,3.0,1413.0,SINGLE_FAMILY,San Francisco
"1684 Washington St, San Francisco, CA, 94109",2200000,7.0,,6016.0,MULTI_FAMILY,San Francisco
"113-115 Bartlett St, San Francisco, CA, 94110",3000000,12.0,,6632.0,MULTI_FAMILY,San Francisco
"135 Duncan St, San Francisco, CA, 94110",2200000,5.0,3.0,2650.0,MULTI_FAMILY,San Francisco
"1831 Rivera St, San Francisco, CA, 94116",1475000,3.0,2.0,1366.0,SINGLE_FAMILY,San Francisco
"236-236B 27th St, San Francisco, CA, 94131",1735000,4.0,3.0,1864.0,MULTI_FAMILY,San Francisco
"3721-3723 Webster St, San Francisco, CA, 94123",3350000,7.0,5.0,4710.0,MULTI_FAMILY,San Francisco
"312 Avalon Ave, San Francisco, CA, 94112",1050000,3.0,2.0,1325.0,SINGLE_FAMILY,San Francisco
"1130 Moraga St, San Francisco, CA, 94122",1715000,2.0,2.0,1715.0,SINGLE_FAMILY,San Francisco
"2342 Franklin St, San Francisco, CA, 94123",1293000,4.0,2.0,1967.0,CONDOS,San Francisco
"240 Myrtle St, San Francisco, CA, 94109",759000,2.0,1.0,1014.0,CONDOS,San Francisco
"2670 Pine St Apt 3, San Francisco, CA, 94115",1298000,3.0,2.0,1774.0,CONDOS,San Francisco
"2332 15th St # 2330, San Francisco, CA, 94114",1487000,,3.0,2348.0,MULTI_FAMILY,San Francisco
"1097 Howard St Unit 203, San Francisco, CA, 94103",665000,1.0,1.0,1056.0,CONDOS,San Francisco
"3114 Clay St Apt 5, San Francisco, CA, 94115",850000,,,,,San Francisco
"5853 Mission St Apt 2, San Francisco, CA, 94112",485000,1.0,1.0,708.0,CONDOS,San Francisco
"1335 Union St Apt 10, San Francisco, CA, 94109",980000,,12.0,0.0,MULTI_FAMILY,San Francisco
"2458 45th Ave, San Francisco, CA, 94116",1300000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"166 10th Ave, San Francisco, CA, 94118",1512500,8.0,4.0,4120.0,MULTI_FAMILY,San Francisco
"104 Bache St, San Francisco, CA, 94110",1475000,3.0,3.0,1608.0,CONDO,San Francisco
"201 Folsom St Apt 19G, San Francisco, CA, 94105",1830000,2.0,2.0,1401.0,CONDOS,San Francisco
"205-207 Downey St, San Francisco, CA, 94117",1700000,4.0,,2812.0,MULTI_FAMILY,San Francisco
"22 Temple St, San Francisco, CA, 94114",1888000,3.0,2.0,1624.0,SINGLE_FAMILY,San Francisco
"2538 Bryant St, San Francisco, CA, 94110",1320000,2.0,1.0,1360.0,CONDOS,San Francisco
"62 Aquavista Way, San Francisco, CA, 94131",1335000,,2.0,1270.0,SINGLE_FAMILY,San Francisco
"3091 California St Unit 2, San Francisco, CA, 94115",700000,1.0,1.0,,CONDOS,San Francisco
"4187 26th St, San Francisco, CA, 94131",1150000,2.0,1.0,942.0,CONDOS,San Francisco
"1688 Pine St Unit E1209, San Francisco, CA, 94109",840000,1.0,1.0,676.0,CONDOS,San Francisco
"2255-2259 San Jose Ave, San Francisco, CA, 94112",2311000,6.0,,6330.0,MULTI_FAMILY,San Francisco
"167 Cresta Vista Dr, San Francisco, CA, 94127",2750000,3.0,3.0,2877.0,SINGLE_FAMILY,San Francisco
"5039 California St, San Francisco, CA, 94118",1000000,2.0,1.0,914.0,CONDOS,San Francisco
"328 Jersey St, San Francisco, CA, 94114",3350000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1238 Sutter St Unit 401, San Francisco, CA, 94109",525000,1.0,1.0,516.0,CONDOS,San Francisco
"68 Landers St, San Francisco, CA, 94114",1400000,2.0,2.0,,SINGLE_FAMILY,San Francisco
"479 Pacheco St, San Francisco, CA, 94116",3200000,5.0,3.0,2840.0,SINGLE_FAMILY,San Francisco
"425 1st St Unit 4405, San Francisco, CA, 94105",731250,1.0,1.0,710.0,CONDOS,San Francisco
"57 Cayuga Ave, San Francisco, CA, 94112",680000,2.0,1.0,800.0,SINGLE_FAMILY,San Francisco
"150 Eureka St Unit 301, San Francisco, CA, 94114",1700000,3.0,2.0,1895.0,CONDOS,San Francisco
"943-945 Sanchez St, San Francisco, CA, 94114",3100000,6.0,,3904.0,MULTI_FAMILY,San Francisco
"1510 Ortega St, San Francisco, CA, 94122",1085000,3.0,2.0,1182.0,SINGLE_FAMILY,San Francisco
"843-845 Dolores St, San Francisco, CA, 94110",2943000,4.0,4.0,2879.0,MULTI_FAMILY,San Francisco
"219 DE Montfort Ave, San Francisco, CA, 94112",1540000,3.0,3.0,1758.0,SINGLE_FAMILY,San Francisco
"166 Middlefield Dr, San Francisco, CA, 94132",2125000,4.0,3.0,,SINGLE_FAMILY,San Francisco
"1885 Jackson St Apt 501, San Francisco, CA, 94109",2380000,4.0,3.0,2900.0,CONDOS,San Francisco
"631 Ofarrell St Apt 1112, San Francisco, CA, 94109",331500,0.0,1.0,520.0,CONDOS,San Francisco
"1630 Oakdale Ave, San Francisco, CA, 94124",1250000,6.0,4.0,2750.0,MULTI_FAMILY,San Francisco
"3131 Pierce St Unit 101, San Francisco, CA, 94123",1750000,2.0,2.0,1731.0,TOWNHOMES,San Francisco
"1818 44th Ave, San Francisco, CA, 94122",1100000,3.0,2.0,1205.0,SINGLE_FAMILY,San Francisco
"160 Swiss Ave, San Francisco, CA, 94131",2325000,3.0,2.0,1575.0,SINGLE_FAMILY,San Francisco
"82 Henry St # 301, San Francisco, CA, 94114",1740000,3.0,2.0,1514.0,CONDO,San Francisco
"525 27th St Apt 2, San Francisco, CA, 94131",2320000,3.0,3.0,1650.0,CONDOS,San Francisco
"1580 Pacific Ave Unit 604, San Francisco, CA, 94109",3650000,3.0,2.0,,CONDOS,San Francisco
"124 16th Ave, San Francisco, CA, 94118",882000,,1.0,1166.0,SINGLE_FAMILY,San Francisco
"1124 Judah St, San Francisco, CA, 94122",1650000,3.0,2.0,1673.0,SINGLE_FAMILY,San Francisco
"360 5th St, San Francisco, CA, 94107",603500,,,,OTHER,San Francisco
"101 Lombard St Apt 307W, San Francisco, CA, 94111",1200000,2.0,2.0,1467.0,CONDO,San Francisco
"2577 Harrison St Unit 2, San Francisco, CA, 94110",1280000,3.0,2.0,1180.0,CONDOS,San Francisco
"1 Steuart Ln Unit 308, San Francisco, CA, 94105",1181500,1.0,1.0,1101.0,CONDOS,San Francisco
"82 Henry St, San Francisco, CA, 94114",1740000,2.0,2.0,1312.0,CONDOS,San Francisco
"1446 Shafter Ave, San Francisco, CA, 94124",985000,2.0,1.0,1035.0,SINGLE_FAMILY,San Francisco
"436 Joost Ave, San Francisco, CA, 94127",1975000,3.0,2.0,1801.0,SINGLE_FAMILY,San Francisco
"1343 Pierce St, San Francisco, CA, 94115",1230000,4.0,3.0,2500.0,MULTI_FAMILY,San Francisco
"993-995 Duncan St, San Francisco, CA, 94131",2350000,5.0,4.0,3161.0,MULTI_FAMILY,San Francisco
"1388 Gough St Apt 906, San Francisco, CA, 94109",840000,2.0,2.0,1290.0,CONDOS,San Francisco
"360 5th St, San Francisco, CA, 94107",603500,,,,OTHER,San Francisco
"8 Buchanan St Unit 415, San Francisco, CA, 94102",859000,2.0,2.0,963.0,CONDOS,San Francisco
"21 Everson St, San Francisco, CA, 94131",12486960,6.0,6.0,9704.0,SINGLE_FAMILY,San Francisco
"1247 Harrison St Apt 19, San Francisco, CA, 94103",740000,1.0,1.0,1106.0,CONDOS,San Francisco
"60 Rausch St Apt 308, San Francisco, CA, 94103",1020000,2.0,2.0,1560.0,CONDOS,San Francisco
"625 Larkin St Unit 4, San Francisco, CA, 94109",377500,2.0,1.0,691.0,CONDOS,San Francisco
"555 Fulton St Unit 519, San Francisco, CA, 94102",2265000,4.0,3.0,2405.0,CONDOS,San Francisco
"326 Cortland Ave, San Francisco, CA, 94110",1150000,,4.0,2900.0,OTHER,San Francisco
"345 Banks St, San Francisco, CA, 94110",1140000,,1.0,1250.0,SINGLE_FAMILY,San Francisco
"2721-2725 Harrison St, San Francisco, CA, 94110",1400000,3.0,4.0,,MULTI_FAMILY,San Francisco
"19 Elsie St, San Francisco, CA, 94110",2300000,3.0,2.0,1687.0,SINGLE_FAMILY,San Francisco
"772-774 14th St, San Francisco, CA, 94114",1200000,4.0,3.0,3520.0,MULTI_FAMILY,San Francisco
"55 Downey St, San Francisco, CA, 94117",1645000,4.0,3.0,2750.0,MULTI_FAMILY,San Francisco
"235 Green St, San Francisco, CA, 94111",60500,,,,LAND,San Francisco
"62 Oneida Ave, San Francisco, CA, 94112",830000,3.0,3.0,1640.0,SINGLE_FAMILY,San Francisco
"1607 44th Ave, San Francisco, CA, 94122",1000000,2.0,1.0,1125.0,SINGLE_FAMILY,San Francisco
"1358 S Van Ness Ave, San Francisco, CA, 94110",1903000,6.0,3.0,2930.0,SINGLE_FAMILY,San Francisco
"837 Diamond St, San Francisco, CA, 94114",1600000,3.0,3.0,1539.0,CONDOS,San Francisco
"176 Summit Way, San Francisco, CA, 94132",1100000,3.0,2.0,1547.0,TOWNHOMES,San Francisco
"1446 Underwood Ave, San Francisco, CA, 94124",1100000,4.0,3.0,2024.0,SINGLE_FAMILY,San Francisco
"775-777 Sanchez St, San Francisco, CA, 94114",6500000,5.0,,,MULTI_FAMILY,San Francisco
"83 McAllister St Apt 404, San Francisco, CA, 94102",194000,0.0,1.0,263.0,CONDOS,San Francisco
"495 Ralston St, San Francisco, CA, 94132",2220000,3.0,3.0,1958.0,SINGLE_FAMILY,San Francisco
"339 Madison St, San Francisco, CA, 94134",865000,,1.0,1025.0,SINGLE_FAMILY,San Francisco
"22 Pasadena St, San Francisco, CA, 94134",960000,3.0,2.0,1118.0,SINGLE_FAMILY,San Francisco
"181 Fremont St Unit 63A, San Francisco, CA, 94105",3500000,3.0,3.0,1882.0,CONDOS,San Francisco
"765 Market St Apt 29D, San Francisco, CA, 94103",3530000,3.0,3.0,2569.0,CONDO,San Francisco
"1867 15th Ave, San Francisco, CA, 94122",2360000,3.0,2.0,2426.0,SINGLE_FAMILY,San Francisco
"775 Sanchez St, San Francisco, CA, 94114",6500000,4.0,4.0,2742.0,SINGLE_FAMILY,San Francisco
"2654 35th Ave, San Francisco, CA, 94116",1850000,2.0,2.0,1582.0,SINGLE_FAMILY,San Francisco
"62 Perine Pl, San Francisco, CA, 94115",2535000,2.0,2.0,1660.0,SINGLE_FAMILY,San Francisco
"765 Market St Apt 29C, San Francisco, CA, 94103",3530000,1.0,1.0,947.0,CONDO,San Francisco
"3338 17th St Apt 202, San Francisco, CA, 94110",390500,,,788.0,CONDO,San Francisco
"1822 Lyon St, San Francisco, CA, 94115",1480000,2.0,2.0,,CONDOS,San Francisco
"270 Andover St, San Francisco, CA, 94110",1900000,4.0,1.0,1439.0,SINGLE_FAMILY,San Francisco
"6 Burlwood Dr, San Francisco, CA, 94127",915000,,1.0,1347.0,SINGLE_FAMILY,San Francisco
"3669 19th St, San Francisco, CA, 94110",1410000,2.0,1.0,1196.0,CONDO,San Francisco
"35 Blair Ter, San Francisco, CA, 94107",805000,3.0,1.0,1109.0,TOWNHOMES,San Francisco
"1200 Gough St Unit 10B, San Francisco, CA, 94109",450000,1.0,1.0,550.0,CONDOS,San Francisco
"188 Galewood Cir, San Francisco, CA, 94131",1468000,3.0,2.0,2300.0,SINGLE_FAMILY,San Francisco
"3260 Gough St, San Francisco, CA, 94123",9700000,21.0,,15060.0,MULTI_FAMILY,San Francisco
"855 LA Playa St Apt 257, San Francisco, CA, 94121",820000,2.0,2.0,1150.0,CONDOS,San Francisco
"476 Hickory St, San Francisco, CA, 94102",1410000,2.0,2.0,1400.0,SINGLE_FAMILY,San Francisco
"64 Perine Pl, San Francisco, CA, 94115",2535000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1250 Vallejo St Apt 3, San Francisco, CA, 94109",775000,,12.0,10860.0,OTHER,San Francisco
"3700 Divisadero St Apt 202, San Francisco, CA, 94123",1425000,2.0,2.0,1249.0,CONDO,San Francisco
"3338 17th St Apt 206, San Francisco, CA, 94110",516000,,,1043.0,CONDO,San Francisco
"300 3rd St Apt 515, San Francisco, CA, 94107",655000,1.0,1.0,,CONDOS,San Francisco
"3338 17th St Apt 105, San Francisco, CA, 94110",513000,,,1034.0,CONDO,San Francisco
"38 Bryant St Unit 605, San Francisco, CA, 94105",710000,1.0,1.0,722.0,CONDOS,San Francisco
"968-970 Broadway, San Francisco, CA, 94133",1480000,3.0,3.0,1894.0,MULTI_FAMILY,San Francisco
"495 32nd Ave, San Francisco, CA, 94121",4800000,20.0,,20400.0,MULTI_FAMILY,San Francisco
"3338 17th St Apt 110, San Francisco, CA, 94110",446000,,,900.0,CONDO,San Francisco
"1200 Gough St Unit 4B, San Francisco, CA, 94109",410000,1.0,1.0,550.0,CONDOS,San Francisco
"33 Fredson Ct, San Francisco, CA, 94112",1500000,4.0,4.0,2114.0,SINGLE_FAMILY,San Francisco
"944 Florida St, San Francisco, CA, 94110",1360000,2.0,1.0,1165.0,SINGLE_FAMILY,San Francisco
"301 Main St Unit 10H, San Francisco, CA, 94105",1380000,2.0,2.0,1317.0,CONDOS,San Francisco
"129-131 12th Ave, San Francisco, CA, 94118",2210000,4.0,2.0,2580.0,MULTI_FAMILY,San Francisco
"354 Banks St, San Francisco, CA, 94110",1140000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"425 1st St Unit 1402, San Francisco, CA, 94105",1555000,2.0,2.0,1309.0,CONDOS,San Francisco
"1371-1373 16th Ave, San Francisco, CA, 94122",2505000,4.0,2.0,2876.0,MULTI_FAMILY,San Francisco
"3543-3545 24th St, San Francisco, CA, 94110",1610000,5.0,2.0,2700.0,MULTI_FAMILY,San Francisco
"1545 Geary Blvd Apt 3, San Francisco, CA, 94115",565000,3.0,2.0,1050.0,CONDOS,San Francisco
"411 Clipper St, San Francisco, CA, 94114",1725000,3.0,1.0,1470.0,SINGLE_FAMILY,San Francisco
"1501 Diamond St, San Francisco, CA, 94131",4900000,4.0,3.0,4140.0,SINGLE_FAMILY,San Francisco
"3338 17th St Apt 106, San Francisco, CA, 94110",516000,,,1043.0,CONDO,San Francisco
"146 Capra Way, San Francisco, CA, 94123",2215000,2.0,2.0,1300.0,CONDOS,San Francisco
"3338 17th St Apt 108, San Francisco, CA, 94110",516000,,,1043.0,CONDO,San Francisco
"165 Summit Way, San Francisco, CA, 94132",1415000,3.0,2.0,2133.0,TOWNHOMES,San Francisco
"42 Colonial Way, San Francisco, CA, 94112",1194000,5.0,3.0,2337.0,SINGLE_FAMILY,San Francisco
"1 Steuart Ln Unit 901, San Francisco, CA, 94105",9100000,3.0,3.0,2974.0,CONDOS,San Francisco
"10-12 Dodge St, San Francisco, CA, 94102",725000,8.0,,2400.0,MULTI_FAMILY,San Francisco
"3338 17th St Apt 209, San Francisco, CA, 94110",498500,,,1004.0,CONDO,San Francisco
"88 King St Unit 303, San Francisco, CA, 94107",1160000,2.0,2.0,1244.0,CONDOS,San Francisco
"418 Anderson St, San Francisco, CA, 94110",1210000,2.0,1.0,836.0,SINGLE_FAMILY,San Francisco
"536 Wisconsin St, San Francisco, CA, 94107",1130000,2.0,2.0,1220.0,CONDOS,San Francisco
"750 Sanchez St, San Francisco, CA, 94114",4618000,,,160.0,OTHER,San Francisco
"280 Spear St Unit 9A, San Francisco, CA, 94105",1635000,2.0,2.0,1534.0,CONDOS,San Francisco
"319 Sweeny St, San Francisco, CA, 94134",1100000,3.0,1.0,1365.0,SINGLE_FAMILY,San Francisco
"915 N Point St Unit 301, San Francisco, CA, 94109",595000,0.0,1.0,408.0,CONDOS,San Francisco
"27 Hartford St, San Francisco, CA, 94114",1800000,3.0,2.0,2199.0,CONDOS,San Francisco
"1737 Chestnut St, San Francisco, CA, 94123",45629204,15.0,9.0,8163.0,OTHER,San Francisco
"3 Laussat St, San Francisco, CA, 94102",2050000,1.0,1.0,710.0,SINGLE_FAMILY,San Francisco
"750 Sanchez St, San Francisco, CA, 94114",4618000,4.0,2.0,2795.0,SINGLE_FAMILY,San Francisco
"600 Ellsworth St, San Francisco, CA, 94110",1300000,2.0,1.0,861.0,SINGLE_FAMILY,San Francisco
"1093-1095 Plymouth Ave, San Francisco, CA, 94112",1100000,5.0,3.0,2620.0,MULTI_FAMILY,San Francisco
"2655 Bush St Apt 123, San Francisco, CA, 94115",810000,1.0,1.0,820.0,CONDOS,San Francisco
"3701 Divisadero St Apt 102, San Francisco, CA, 94123",1525000,,2.0,1208.0,CONDO,San Francisco
"340 Lombard St, San Francisco, CA, 94133",13000000,5.0,4.0,5725.0,SINGLE_FAMILY,San Francisco
"111 Chestnut St Unit 302, San Francisco, CA, 94111",885000,2.0,2.0,1033.0,CONDOS,San Francisco
"1830 Jackson St Apt C, San Francisco, CA, 94109",2600000,3.0,2.0,1865.0,SINGLE_FAMILY,San Francisco
"1200 42nd Ave, San Francisco, CA, 94122",1565000,8.0,4.0,3066.0,MULTI_FAMILY,San Francisco
"318 Main St Unit 4E, San Francisco, CA, 94105",1151000,1.0,2.0,1098.0,CONDOS,San Francisco
"250 Laurel St Apt 502, San Francisco, CA, 94118",3100000,3.0,2.0,1950.0,CONDO,San Francisco
